SRR023516,LS454
SRR5574338,Illumina
SRR5574339,Illumina
SRR5574340,Illumina
SRR5574341,Illumina
SRR5574342,Illumina
SRR5574343,Illumina
SRR5574344,Illumina
ERR424699,LS454
SRR6056513,Illumina
SRR557813,LS454
SRR557814,LS454
SRR557815,Illumina
SRR596232,LS454
SRR596233,LS454
SRR596234,LS454
SRR596235,LS454
SRR596236,LS454
SRR596237,LS454
SRR596238,LS454
SRR596239,LS454
SRR596240,LS454
SRR1190308,Illumina
SRR1190311,Illumina
SRR1190316,Illumina
SRR1190334,Illumina
SRR1190336,Illumina
SRR1190349,Illumina
SRR1190350,Illumina
SRR1190383,Illumina
SRR1190384,Illumina
SRR1153387,Illumina
SRR3624124,Illumina
SRR3624125,Illumina
SRR3624126,Illumina
SRR3624127,Illumina
SRR3624128,Illumina
SRR3624129,Illumina
SRR3624133,Illumina
SRR3624154,Illumina
SRR3624155,Illumina
SRR3624156,Illumina
SRR3624157,Illumina
SRR3624158,Illumina
SRR3624159,Illumina
SRR3624170,Illumina
SRR3624171,Illumina
SRR3624172,Illumina
SRR3624173,Illumina
SRR3624174,Illumina
SRR3624175,Illumina
SRR3624176,Illumina
SRR3624177,Illumina
SRR3624178,Illumina
SRR3624179,Illumina
SRR1119965,LS454
SRR1120008,LS454
SRR1120011,LS454
SRR1120013,LS454
SRR1120014,LS454
SRR5208446,Illumina
SRR5208444,Illumina
SRR908211,Illumina
SRR908272,Illumina
SRR908273,Illumina
SRR908275,Illumina
SRR908276,Illumina
SRR908279,Illumina
SRR908281,Illumina
SRR908290,Illumina
SRR908291,Illumina
SRR1107760,LS454
SRR1107763,LS454
SRR1107764,LS454
SRR1107766,LS454
SRR1107767,LS454
SRR5262245,Illumina
SRR5262246,Illumina
SRR5262247,Illumina
SRR5262248,Illumina
SRR5262249,Illumina
SRR5262250,Illumina
SRR5262251,Illumina
SRR5262252,Illumina
SRR5262253,Illumina
SRR5262254,Illumina
ERR430970,Ion Torrent
ERR430971,Ion Torrent
ERR430972,Ion Torrent
ERR430973,Ion Torrent
ERR430974,Ion Torrent
ERR430975,Ion Torrent
ERR430976,Ion Torrent
ERR430977,Ion Torrent
ERR430978,Ion Torrent
ERR430979,Ion Torrent
ERR430980,Ion Torrent
ERR1019366,Illumina
ERR1022686,Illumina
ERR1022687,Illumina
ERR1022692,Illumina
ERR1034454,Illumina
ERR1035437,Illumina
ERR1035438,Illumina
ERR1035441,Illumina
ERR1039457,Illumina
ERR1039458,Illumina
ERR1041384,Illumina
ERR1041385,Illumina
ERR1043165,Illumina
ERR1043166,Illumina
ERR1044071,Illumina
ERR1044072,Illumina
ERR1051325,Illumina
ERR1051326,Illumina
ERR973962,LS454
ERR974316,Illumina
ERR974327,Illumina
ERR974385,Illumina
ERR974398,Illumina
ERR974399,Illumina
