SRR1016612,LS454
SRR1016613,LS454
SRR1016615,LS454
SRR1016749,LS454
SRR1016762,LS454
SRR1016764,LS454
SRR1016769,LS454
SRR1016861,LS454
ERR1341755,Illumina
ERR1341756,Illumina
ERR1341757,Illumina
ERR990349,Illumina
ERR990350,Illumina
ERR990351,Illumina
SRR2133082,LS454
SRR2133086,LS454
SRR2133090,LS454
SRR2133092,LS454
SRR2133093,LS454
SRR2133105,LS454
SRR2133144,LS454
SRR490925,Illumina
SRR496400,Illumina
SRR4029453,Illumina
SRR5660398,Illumina
SRR1653579,Illumina
ERR1303296,Illumina
SRR6056496,Illumina
SRR5451373,Illumina
SRR5451360,Illumina
SRR2426729,Illumina
SRR2426730,Illumina
SRR2426731,Illumina
SRR2426732,Illumina
SRR2426733,Illumina
SRR2426734,Illumina
SRR2426737,Illumina
SRR2426740,Illumina
SRR1171649,LS454
ERR1700675,Illumina
ERR1700676,Illumina
ERR1700677,Illumina
ERR1700678,Illumina
ERR1700679,Illumina
ERR1700680,Illumina
ERR1700681,Illumina
ERR1700682,Illumina
ERR1700683,Illumina
ERR1700684,Illumina
ERR1700685,Illumina
ERR1700686,Illumina
ERR1700687,Illumina
ERR1700688,Illumina
ERR1700689,Illumina
ERR1700690,Illumina
ERR1700691,Illumina
ERR1700692,Illumina
ERR1700693,Illumina
ERR1700694,Illumina
ERR1700695,Illumina
ERR1700696,Illumina
ERR1700697,Illumina
ERR1700698,Illumina
ERR1700699,Illumina
ERR1700700,Illumina
ERR1700701,Illumina
ERR1700702,Illumina
ERR1700703,Illumina
ERR1700704,Illumina
ERR1700705,Illumina
ERR1700706,Illumina
ERR1700707,Illumina
ERR1700708,Illumina
ERR1700709,Illumina
ERR1700710,Illumina
ERR1700711,Illumina
ERR1700712,Illumina
ERR1700713,Illumina
ERR1700714,Illumina
ERR1700715,Illumina
ERR1700716,Illumina
ERR1700717,Illumina
ERR1700718,Illumina
ERR1700719,Illumina
ERR1700720,Illumina
ERR1700721,Illumina
ERR1700722,Illumina
ERR1700723,Illumina
ERR1700724,Illumina
ERR1700725,Illumina
ERR1700726,Illumina
ERR1700727,Illumina
ERR1700728,Illumina
ERR1700729,Illumina
ERR1700730,Illumina
ERR1700731,Illumina
ERR1700732,Illumina
ERR1700733,Illumina
ERR1700734,Illumina
ERR1700735,Illumina
ERR1700736,Illumina
ERR1700737,Illumina
ERR1700738,Illumina
ERR1700739,Illumina
ERR1700740,Illumina
ERR1700741,Illumina
ERR1700742,Illumina
ERR1700743,Illumina
ERR1700744,Illumina
ERR1700745,Illumina
ERR1700746,Illumina
ERR1700747,Illumina
ERR1700748,Illumina
ERR1700749,Illumina
ERR1700750,Illumina
ERR1700751,Illumina
ERR1700752,Illumina
ERR1700753,Illumina
ERR1700754,Illumina
ERR1700755,Illumina
ERR1700756,Illumina
ERR1700757,Illumina
ERR1700758,Illumina
ERR1700759,Illumina
ERR1700760,Illumina
ERR1700761,Illumina
ERR1742252,Illumina
ERR1742253,Illumina
ERR1742254,Illumina
ERR1742255,Illumina
ERR1742256,Illumina
ERR1742257,Illumina
ERR1742258,Illumina
ERR1742259,Illumina
ERR1742260,Illumina
ERR1742261,Illumina
ERR1742262,Illumina
ERR1742263,Illumina
ERR1742264,Illumina
ERR1742265,Illumina
ERR1742266,Illumina
ERR1742267,Illumina
ERR1742268,Illumina
ERR1742269,Illumina
ERR1742270,Illumina
ERR1742271,Illumina
ERR1742272,Illumina
ERR1742273,Illumina
ERR1742274,Illumina
ERR1742275,Illumina
ERR1742276,Illumina
ERR1742277,Illumina
ERR753910,Illumina
ERR753911,Illumina
ERR753912,Illumina
ERR753913,Illumina
ERR753914,Illumina
ERR753915,Illumina
ERR753916,Illumina
ERR753917,Illumina
ERR753918,Illumina
ERR753919,Illumina
ERR753920,Illumina
ERR753921,Illumina
ERR753922,Illumina
ERR753923,Illumina
ERR753924,Illumina
ERR753925,Illumina
ERR753926,Illumina
ERR753927,Illumina
ERR753928,Illumina
ERR753929,Illumina
ERR753930,Illumina
SRR516476,LS454
SRR516942,Illumina
SRR516943,Illumina
SRR516944,Illumina
SRR516945,Illumina
SRR516946,Illumina
SRR516947,Illumina
SRR516948,LS454
SRR516949,LS454
SRR516950,LS454
SRR516951,LS454
SRR516952,LS454
SRR516953,LS454
SRR2079607,LS454
SRR2079615,LS454
SRR2080101,LS454
SRR2080102,LS454
SRR2080103,LS454
SRR3982751,Illumina
SRR5245599,Illumina
SRR3982071,Illumina
SRR5246500,Illumina
SRR5428633,Illumina
SRR5428634,Illumina
SRR5428635,Illumina
SRR5428636,Illumina
SRR5428637,Illumina
SRR5428638,Illumina
SRR5428639,Illumina
SRR5428640,Illumina
SRR5428641,Illumina
SRR5428642,Illumina
SRR5428643,Illumina
SRR5428644,Illumina
SRR5428645,Illumina
SRR5428646,Illumina
SRR5428647,Illumina
SRR5428648,Illumina
SRR5428649,Illumina
SRR5428650,Illumina
SRR5428651,Illumina
SRR5428652,Illumina
SRR5428653,Illumina
SRR5428654,Illumina
SRR5428655,Illumina
SRR5428656,Illumina
SRR5428657,Illumina
SRR5428658,Illumina
SRR5428659,Illumina
SRR5428660,Illumina
SRR5428661,Illumina
SRR5428662,Illumina
SRR5428663,Illumina
SRR5428664,Illumina
SRR5428665,Illumina
SRR5428666,Illumina
SRR5428667,Illumina
SRR5428668,Illumina
SRR5428669,Illumina
SRR5428670,Illumina
SRR5428671,Illumina
SRR5428672,Illumina
SRR5428673,Illumina
SRR5428674,Illumina
SRR5428675,Illumina
SRR5428676,Illumina
SRR5428677,Illumina
SRR5428678,Illumina
SRR5428679,Illumina
SRR3977136,Illumina
SRR4030077,Illumina
SRR4030091,Illumina
SRR3977439,Illumina
SRR4030085,Illumina
SRR3977125,Illumina
SRR4030084,Illumina
SRR4030082,Illumina
SRR3979414,Illumina
SRR4030083,Illumina
SRR3979410,Illumina
SRR4030078,Illumina
SRR3982068,Illumina
SRR4030087,Illumina
SRR3978390,Illumina
SRR4030086,Illumina
SRR3981082,Illumina
SRR4030088,Illumina
SRR3982075,Illumina
SRR4030079,Illumina
SRR3979412,Illumina
SRR4030081,Illumina
SRR3979491,Illumina
SRR3977098,Illumina
SRR4030080,Illumina
SRR3981190,Illumina
SRR4030097,Illumina
SRR3979454,Illumina
SRR3978321,Illumina
SRR3979978,Illumina
SRR4030096,Illumina
ERR249374,LS454
ERR249375,LS454
ERR249376,LS454
ERR249377,LS454
ERR249378,LS454
ERR249379,LS454
ERR249380,LS454
ERR249381,LS454
ERR249382,LS454
ERR249383,LS454
ERR249385,LS454
ERR249386,LS454
ERR249387,LS454
ERR249388,LS454
ERR249389,LS454
ERR249390,LS454
SRR3954446,Illumina
SRR3954447,Illumina
SRR3954448,Illumina
SRR3954449,Illumina
SRR3954450,Illumina
SRR3954451,Illumina
SRR3954452,Illumina
SRR3954453,Illumina
SRR3954454,Illumina
SRR3954455,Illumina
SRR4051794,Illumina
SRR4051795,Illumina
SRR3954463,Illumina
SRR3954464,Illumina
SRR3954465,Illumina
SRR3954466,Illumina
SRR3954467,Illumina
SRR3954468,Illumina
SRR3954469,Illumina
SRR3954470,Illumina
SRR3954471,Illumina
SRR3954472,Illumina
SRR3954473,Illumina
SRR3954474,Illumina
SRR4051812,Illumina
SRR6059036,Illumina
SRR5204863,Illumina
SRR3989442,Illumina
SRR5437764,Illumina
SRR022749,Illumina
