SRA Project,Annotation,Runs
SRP062282,human gut,"SRR2155174,SRR2155175,SRR2155176,SRR2155178,SRR2155179,SRR2155180,SRR2155181,SRR2155183,SRR2155184,SRR2155306,SRR2155307,SRR2155308,SRR2155309,SRR2155310,SRR2155311,SRR2155312,SRR2155314,SRR2155315,SRR2155317,SRR2155318,SRR2155319,SRR2155321,SRR2155323,SRR2155325,SRR2155326,SRR2155327,SRR2155328,SRR2155330,SRR2155331,SRR2155332,SRR2155333,SRR2155334,SRR2155335,SRR2155336,SRR2155337,SRR2155338,SRR2155339,SRR2155340,SRR2155341,SRR2155343,SRR2155344,SRR2155346,SRR2155347,SRR2155348,SRR2155349,SRR2155350,SRR2155351,SRR2155352,SRR2155353,SRR2155354,SRR2155355,SRR2155356,SRR2155357,SRR2155358,SRR2155359,SRR2155361,SRR2155362,SRR2155365,SRR2155367,SRR2155368,SRR2155369,SRR2155370,SRR2155371,SRR2155372,SRR2155373,SRR2155374,SRR2155375,SRR2155376,SRR2155377,SRR2155379,SRR2155380,SRR2155381,SRR2155382,SRR2155383,SRR2155384,SRR2155385,SRR2155386,SRR2155387,SRR2155388,SRR2155390,SRR2155391,SRR2155392,SRR2155393,SRR2155394,SRR2155395,SRR2155396,SRR2155482"
SRP108695,human gut,"SRR5813174,SRR5813175,SRR5813176,SRR5813177,SRR5813178,SRR5813179,SRR5813180,SRR5813181,SRR5813182,SRR5813183,SRR5813184,SRR5813185,SRR5813186,SRR5813187,SRR5813188,SRR5813189,SRR5813190,SRR5813191,SRR5813192,SRR5813193,SRR5813194,SRR5813195,SRR5813196,SRR5813197,SRR5813198,SRR5813199,SRR5813200,SRR5813201,SRR5813202,SRR5813203,SRR5813204,SRR5813205,SRR5813206,SRR5813207,SRR5813208,SRR5813209,SRR5813210,SRR5813211,SRR5813212,SRR5813213,SRR5813214,SRR5813215,SRR5813216,SRR5813217,SRR5813218,SRR5813219,SRR5813220,SRR5813221,SRR5813222,SRR5813223,SRR5813224,SRR5813225,SRR5813226,SRR5813227,SRR5813228,SRR5813229,SRR5813230,SRR5813231,SRR5813232,SRR5813233,SRR5813234,SRR5813235,SRR5813236,SRR5813237,SRR5813238,SRR5813239,SRR5813240,SRR5813241,SRR5813242,SRR5813243,SRR5813244,SRR5813245,SRR5813246,SRR5813247,SRR5813248,SRR5813249,SRR5813250,SRR5813251,SRR5813252,SRR5813253,SRR5813254,SRR5813255,SRR5813256,SRR5813257,SRR5813258,SRR5813259,SRR5813260,SRR5813261,SRR5813262,SRR5813263,SRR5813264,SRR5813265,SRR5813266,SRR5813267,SRR5813268,SRR5813269,SRR5813270,SRR5813271,SRR5813272,SRR5813273,SRR5813274,SRR5813275,SRR5813276,SRR5813277,SRR5813278,SRR5813279,SRR5813280,SRR5813281,SRR5813282,SRR5813283,SRR5813284,SRR5813285,SRR5813286,SRR5813287,SRR5813288,SRR5813289,SRR5813290,SRR5813291,SRR5813292,SRR5813293,SRR5813294,SRR5813295,SRR5813296,SRR5813297,SRR5813298,SRR5813299,SRR5813300,SRR5813301,SRR5813302,SRR5813303,SRR5813304,SRR5813305,SRR5813306,SRR5813307,SRR5813308,SRR5813309,SRR5813310,SRR5813311,SRR5813312,SRR5813313,SRR5813314,SRR5813315,SRR5813316,SRR5813317,SRR5813318,SRR5813319,SRR5813320,SRR5813321,SRR5813322,SRR5813323,SRR5813324,SRR5813325,SRR5813326,SRR5813327,SRR5813328,SRR5813329,SRR5813330,SRR5813331,SRR5813332,SRR5813333,SRR5813334,SRR5813335,SRR5813338,SRR5813339,SRR5813340,SRR5813341,SRR5813342,SRR5813343,SRR5813344,SRR5813345,SRR5813346,SRR5813347,SRR5813348,SRR5813349,SRR5813350,SRR5813351,SRR5813352,SRR5813353,SRR5813354,SRR5813355,SRR5813356,SRR5813357,SRR5813358,SRR5813359,SRR5813360,SRR5813361,SRR5813362,SRR5813363,SRR5813364,SRR5813365,SRR5813366,SRR5813367,SRR5813368,SRR5813369,SRR5813370,SRR5813371,SRR5813372,SRR5813373,SRR5813374,SRR5813375,SRR5813376,SRR5813378,SRR5813379,SRR5813380,SRR5813381,SRR5813382,SRR5813383,SRR5813384,SRR5813385,SRR5813386,SRR5813387,SRR5813388,SRR5813389,SRR5813390,SRR5813391,SRR5813392,SRR5813393,SRR5813394,SRR5813395,SRR5813396,SRR5813397,SRR5813398,SRR5813399,SRR5813400,SRR5813401,SRR5813402,SRR5813403,SRR5813404,SRR5813405,SRR5813406,SRR5813407,SRR5813408,SRR5813409,SRR5813410,SRR5813411,SRR5813412,SRR5813413,SRR5813414,SRR5813415,SRR5813416,SRR5813417,SRR5813418,SRR5813419,SRR5813420,SRR5813421,SRR5813422,SRR5813423,SRR5813424,SRR5813425,SRR5813426,SRR5813427,SRR5813428,SRR5813429,SRR5813430,SRR5813431,SRR5813432,SRR5813433,SRR5813434,SRR5813435,SRR5813436,SRR5813437,SRR5813438,SRR5813439,SRR5813440,SRR5813441,SRR5813442,SRR5813443,SRR5813444,SRR5813445,SRR5813446,SRR5813447,SRR5813448,SRR5813450,SRR5813451,SRR5813452,SRR5813453,SRR5813454,SRR5813455,SRR5813456,SRR5813457,SRR5813458,SRR5813459,SRR5813460,SRR5813461,SRR5813462,SRR5813463,SRR5813464,SRR5813465,SRR5813466,SRR5813467,SRR5813468,SRR5813469,SRR5813470,SRR5813471,SRR5813472,SRR5813473,SRR5813474,SRR5813475,SRR5813476,SRR5813477,SRR5813478,SRR5813479,SRR5813480,SRR5813481,SRR5813482,SRR5813483,SRR5813484,SRR5813485,SRR5813486,SRR5813487,SRR5813488,SRR5813489,SRR5813490,SRR5813491,SRR5813492,SRR5813493,SRR5813494,SRR5813495,SRR5813496,SRR5813497,SRR5813498,SRR5813499,SRR5813500,SRR5813501,SRR5813503,SRR5813504,SRR5813505,SRR5813506,SRR5813507,SRR5813508,SRR5813509,SRR5813510,SRR5813511,SRR5813512,SRR5813513,SRR5813514,SRR5813515,SRR5813516,SRR5813517,SRR5813518,SRR5813519,SRR5813520,SRR5813521,SRR5813522,SRR5813523,SRR5813524,SRR5813525,SRR5813526,SRR5813527,SRR5813528,SRR5813530,SRR5813531,SRR5813532,SRR5813533,SRR5813535,SRR5813536,SRR5813537,SRR5813538,SRR5813539,SRR5813540,SRR5813541,SRR5813542,SRR5813543,SRR5813544,SRR5813545,SRR5813546,SRR5813547,SRR5813548,SRR5813549,SRR5813550,SRR5813552,SRR5813553,SRR5813554,SRR5813555,SRR5813556,SRR5813557,SRR5813558,SRR5813559,SRR5813449,SRR5813502,SRR5813551"
ERP009244,human gut,"ERR726368,ERR726369"
ERP003514,human gut,"ERR309851,ERR309852,ERR309853,ERR309854,ERR309855,ERR309856,ERR309857,ERR309858,ERR309859,ERR309860,ERR309861,ERR309862,ERR309863,ERR309864,ERR309865,ERR309866,ERR309867,ERR309868,ERR309869,ERR309870,ERR309871,ERR309872,ERR309873,ERR309874,ERR309875,ERR309876,ERR309877,ERR309878,ERR309879,ERR309880,ERR309881,ERR309882,ERR309883,ERR309884,ERR309885,ERR309886,ERR309887,ERR309888,ERR309889,ERR309890,ERR309891,ERR309892,ERR309893,ERR309894,ERR309895,ERR309896,ERR309897,ERR309898,ERR309899,ERR309900,ERR309901,ERR309902,ERR309903,ERR309904,ERR309905,ERR309906,ERR309907,ERR309908,ERR309909,ERR309910,ERR309911,ERR309912,ERR309913,ERR309914,ERR309915,ERR309916,ERR309917,ERR309918,ERR309919,ERR309920,ERR309921,ERR309922"
ERP001956,human gut,"ERR260476,ERR260477,ERR260478,ERR260479,ERR260481,ERR260482,ERR260483,ERR260484,ERR260485,ERR260487,ERR260488,ERR260489,ERR260490,ERR260493,ERR260494,ERR260495,ERR260498,ERR260499,ERR260500,ERR260501,ERR260502,ERR260503,ERR260504,ERR260506,ERR262938,ERR262939,ERR262941,ERR262942,ERR262944,ERR262945,ERR262946,ERR262947,ERR262949,ERR262950,ERR262951,ERR262952,ERR262954,ERR262955,ERR262958"
ERP003699,human gut,"ERR329791,ERR329792,ERR329793,ERR329794,ERR329795,ERR329796,ERR329797,ERR329798,ERR329799,ERR329800,ERR329801,ERR329802,ERR329804,ERR329805,ERR329809,ERR329810,ERR329811,ERR329812,ERR329813,ERR329814,ERR329815,ERR329818,ERR329819,ERR329820,ERR329821,ERR329822,ERR329823,ERR329824,ERR329825,ERR329826,ERR329827,ERR329828,ERR329829,ERR329830,ERR329831,ERR329832,ERR329833,ERR329834,ERR329835,ERR329836,ERR329837,ERR329838,ERR329839,ERR329840,ERR329841,ERR329842,ERR329843,ERR329844,ERR329845,ERR329846,ERR329847,ERR329848,ERR329849,ERR329850,ERR329851,ERR329852,ERR329853,ERR329854,ERR329855,ERR329856,ERR329857,ERR329858,ERR329859,ERR329860,ERR329861,ERR329862,ERR329863,ERR329864,ERR329865,ERR329866,ERR329867,ERR329868,ERR329869,ERR329870,ERR329871,ERR329872,ERR329873,ERR329874,ERR329875,ERR329876,ERR329877,ERR329878,ERR329879,ERR329880,ERR329881,ERR329882,ERR329883,ERR329884,ERR329885,ERR329886,ERR329887,ERR329888,ERR329889,ERR329890,ERR329891,ERR329892,ERR329893,ERR329894,ERR329897,ERR329898,ERR329899,ERR329900,ERR329901,ERR329902,ERR329903,ERR329904,ERR329905,ERR329906,ERR329907,ERR329908,ERR329910,ERR329911,ERR329912,ERR329913,ERR329914,ERR329915,ERR329916,ERR329917,ERR329920,ERR329921,ERR329922,ERR329923,ERR329924,ERR329925,ERR329926,ERR329927,ERR329928,ERR329930,ERR329931,ERR329932,ERR329933,ERR329934,ERR329935,ERR329937,ERR329938,ERR329939,ERR329940,ERR329941,ERR329942,ERR329943,ERR329944,ERR329946,ERR329947,ERR329948,ERR329949,ERR329950,ERR329951,ERR329952,ERR329953,ERR329954,ERR329955,ERR329956,ERR329957,ERR329958,ERR329959,ERR329960,ERR329961,ERR329962,ERR329963,ERR329964,ERR329966,ERR329967,ERR329968,ERR329969,ERR329970,ERR329971,ERR329973,ERR329974,ERR329975,ERR329976,ERR329977,ERR329978,ERR329979,ERR329980,ERR329981,ERR329982,ERR329983,ERR329984,ERR329985,ERR329986,ERR329987,ERR329989,ERR329990,ERR329991,ERR329992,ERR329993,ERR329994,ERR329995,ERR329996"
SRP043574,human gut,SRR1461573
SRP026014,human gut,SRR900291
SRP059631,human gut,SRR2131212
SRP064553,human gut,"SRR2582233,SRR2582234,SRR2582238,SRR2582241,SRR2582246,SRR2582247,SRR2582248,SRR2582251,SRR2582252,SRR2582253,SRR2582255,SRR2582257,SRR2582258"
SRP093449,human gut,"SRR5024276,SRR5024277,SRR5024278,SRR5024279,SRR5024280,SRR5024281,SRR5024282,SRR5024283,SRR5024284,SRR5024285"
SRP002468,human gut,"SRR1023338,SRR1023536,SRR1023614,SRR1023616,SRR1023617,SRR1023618,SRR1023620,SRR1023621,SRR1023622,SRR363778,SRR364101,SRR364103,SRR364105,SRR364108,SRR364109,SRR364110,SRR364111,SRR364112,SRR364113,SRR364114,SRR364117,SRR835195,SRR835206,SRR835207,SRR835212,SRR835296,SRR835303,SRR835311,SRR835312,SRR835323,SRR835352,SRR835354,SRR835355,SRR944970,SRR944986,SRR945032,SRR945115,SRR945127,SRR945186,SRR945187,SRR945455,SRR945469,SRR945487,SRR945489,SRR945554,SRR945563,SRR945582,SRR945641,SRR945654,SRR945679,SRR945719,SRR945758,SRR945759,SRR945760,SRR945791,SRR945829,SRR945834,SRR945850,SRR945851,SRR945915,SRR945924,SRR945938,SRR945939,SRR945949,SRR945952,SRR945968,SRR946041,SRR946491,SRR946510,SRR946599,SRR946600,SRR946985,SRR947003,SRR947004,SRR947674,SRR947675,SRR947676,SRR949603,SRR949604,SRR949605,SRR949607,SRR949608,SRR949609,SRR949610,SRR949611"
ERP015203,human gut,"ERR1367834,ERR1367835,ERR1367836,ERR1367837,ERR1367838,ERR1367839,ERR1367840,ERR1367841,ERR1367842,ERR1367843,ERR1367844,ERR1367845,ERR1367846,ERR1367847,ERR1367848,ERR1367849,ERR1367850,ERR1367851,ERR1367852,ERR1367853,ERR1367854,ERR1367855,ERR1367856,ERR1367857,ERR1367858,ERR1367859,ERR1367860,ERR1367861,ERR1367862,ERR1367863,ERR1367864,ERR1367865,ERR1367866,ERR1367867,ERR1367868,ERR1367869,ERR1367870,ERR1367871,ERR1367872,ERR1367873,ERR1367874,ERR1367875,ERR1367876,ERR1367877,ERR1367878,ERR1367879"
ERP006678,human gut,"ERR589346,ERR589347,ERR589348,ERR589349,ERR589350,ERR589351,ERR589352,ERR589353,ERR589354,ERR589355,ERR589356,ERR589357,ERR589358,ERR589359,ERR589360,ERR589361,ERR589362,ERR589363,ERR589364,ERR589365,ERR589366,ERR589367,ERR589368,ERR589369,ERR589370,ERR589371,ERR589372,ERR589373,ERR589374,ERR589375,ERR589376,ERR589377,ERR589378,ERR589379,ERR589380,ERR589381,ERR589382,ERR589383,ERR589384,ERR589385,ERR589386,ERR589387,ERR589388,ERR589389,ERR589390,ERR589391,ERR589392,ERR589393,ERR589396,ERR589397,ERR589398,ERR589399,ERR589400,ERR589401,ERR589402,ERR589403,ERR589404,ERR589405,ERR589406,ERR589407,ERR589408,ERR589409,ERR589410,ERR589411,ERR589412,ERR589413,ERR589414,ERR589415,ERR589416,ERR589417,ERR589418,ERR589419,ERR589420,ERR589421,ERR589422,ERR589423,ERR589424,ERR589425,ERR589426,ERR589427,ERR589430,ERR589431,ERR589432,ERR589433,ERR589434,ERR589435,ERR589436,ERR589437,ERR589438,ERR589439,ERR589440,ERR589441,ERR589442,ERR589443,ERR589444,ERR589445,ERR589446,ERR589448,ERR589449,ERR589450,ERR589451,ERR589452,ERR589453,ERR589454,ERR589455,ERR589456,ERR589457,ERR589458,ERR589459,ERR589460,ERR589461,ERR589462,ERR589463,ERR589464,ERR589465,ERR589466,ERR589467,ERR589468,ERR589469,ERR589470,ERR589471,ERR589472,ERR589473,ERR589474,ERR589475,ERR589476,ERR589477,ERR589478,ERR589479,ERR589480,ERR589481,ERR589482,ERR589483,ERR589484,ERR589485,ERR589486,ERR589488,ERR589489,ERR589490,ERR589491,ERR589492,ERR589493,ERR589494,ERR589495,ERR589496,ERR589497,ERR589498,ERR589499,ERR589501,ERR589502,ERR589503,ERR589504,ERR589505,ERR589506,ERR589507,ERR589508,ERR589509,ERR589510,ERR589511,ERR589512,ERR589513,ERR589514,ERR589515,ERR589516,ERR589517,ERR589518,ERR589519,ERR589520,ERR589521,ERR589522,ERR589524,ERR589525,ERR589526,ERR589527,ERR589528,ERR589529,ERR589530,ERR589531,ERR589532,ERR589533,ERR589534,ERR589535,ERR589536,ERR589537,ERR589538,ERR589539,ERR589540,ERR589541,ERR589542,ERR589543,ERR589544,ERR589545,ERR589546,ERR589547,ERR589548,ERR589549,ERR589550,ERR589551,ERR589552,ERR589553,ERR589554,ERR589555,ERR589556,ERR589558,ERR589559,ERR589560,ERR589561,ERR589562,ERR589563,ERR589564,ERR589565,ERR589566,ERR589567,ERR589569,ERR589570,ERR589571,ERR589572,ERR589574,ERR589575,ERR589576,ERR589577,ERR589578,ERR589579,ERR589580,ERR589581,ERR589582,ERR589583,ERR589585,ERR589586,ERR589587,ERR589589,ERR589591,ERR589592,ERR589593,ERR589594,ERR589595,ERR589596,ERR589597,ERR589598,ERR589599,ERR589600,ERR589601,ERR589602,ERR589603,ERR589604,ERR589605,ERR589606,ERR589607,ERR589608,ERR589609,ERR589610,ERR589611,ERR589612,ERR589613,ERR589614,ERR589615,ERR589616,ERR589617,ERR589619,ERR589620,ERR589621,ERR589622,ERR589623,ERR589624,ERR589625,ERR589626,ERR589627,ERR589628,ERR589629,ERR589630,ERR589631,ERR589632,ERR589633,ERR589634,ERR589635,ERR589636,ERR589637,ERR589638,ERR589639,ERR589640,ERR589641,ERR589642,ERR589643,ERR589644,ERR589645,ERR589646,ERR589647,ERR589648,ERR589649,ERR589650,ERR589651,ERR589652,ERR589653,ERR589654,ERR589655,ERR589656,ERR589657,ERR589658,ERR589659,ERR589660,ERR589661,ERR589663,ERR589664,ERR589665,ERR589666,ERR589667,ERR589668,ERR589669,ERR589670,ERR589671,ERR589672,ERR589673,ERR589674,ERR589675,ERR589676,ERR589677,ERR589678,ERR589679,ERR589680,ERR589681,ERR589682,ERR589683,ERR589684,ERR589685,ERR589686,ERR589687,ERR589688,ERR589689,ERR589690,ERR589691,ERR589692,ERR589693,ERR589694,ERR589695,ERR589696,ERR589697,ERR589698,ERR589699,ERR589700,ERR589701,ERR589702,ERR589703,ERR589704,ERR589705,ERR589706,ERR589707,ERR589708,ERR589709,ERR589710,ERR589711,ERR589712,ERR589713,ERR589714,ERR589715,ERR589716,ERR589717,ERR589718,ERR589719,ERR589720,ERR589721,ERR589722,ERR589723,ERR589724,ERR589725,ERR589726,ERR589727,ERR589728,ERR589729,ERR589730,ERR589731,ERR589732,ERR589733,ERR589734,ERR589735,ERR589736,ERR589737,ERR589738,ERR589739,ERR589740,ERR589741,ERR589742,ERR589743,ERR589744,ERR589745,ERR589746,ERR589748,ERR589749,ERR589750,ERR589751,ERR589752,ERR589753,ERR589754,ERR589755,ERR589756,ERR589757,ERR589758,ERR589759,ERR589760,ERR589761,ERR589762,ERR589763,ERR589764,ERR589765,ERR589766,ERR589767,ERR589768,ERR589769,ERR589770,ERR589771,ERR589772,ERR589773,ERR589774,ERR589775,ERR589776,ERR589777,ERR589778,ERR589779,ERR589780,ERR589781,ERR589782,ERR589783,ERR589784,ERR589785,ERR589786,ERR589787,ERR589788,ERR589789,ERR589790,ERR589791,ERR589792,ERR589793,ERR589794,ERR589795,ERR589796,ERR589797,ERR589798,ERR589799,ERR589800,ERR589801,ERR589802,ERR589803,ERR589804,ERR589805,ERR589806,ERR589807,ERR589808,ERR589809,ERR589810,ERR589811,ERR589812,ERR589813,ERR589814,ERR589815,ERR589816,ERR589817,ERR589818,ERR589819,ERR589820,ERR589821,ERR589822,ERR589823,ERR589824,ERR589825,ERR589826,ERR589827,ERR589828,ERR589829,ERR589830,ERR589831,ERR589832,ERR589834,ERR589835,ERR589836,ERR589837,ERR589838,ERR589839,ERR589840,ERR589841,ERR589842,ERR589843,ERR589844,ERR589845,ERR589846,ERR589847,ERR589848,ERR589849,ERR589850,ERR589851,ERR589852,ERR589853,ERR589854,ERR589855,ERR589856,ERR589857,ERR589858,ERR589859,ERR589860,ERR589861,ERR589862,ERR589863,ERR589864,ERR589865,ERR589866,ERR589867,ERR589869,ERR589871,ERR589872,ERR589873,ERR589874,ERR589875"
SRP034890,human gut,"SRR1067674,SRR1067716,SRR1067721,SRR1068216,SRR1068217,SRR1068219,SRR1087910,SRR1087911,SRR1087918"
SRP033353,human gut,"SRR1039532,SRR1039533"
ERP002469,human gut,"ERR260132,ERR260133,ERR260134,ERR260135,ERR260136,ERR260137,ERR260138,ERR260139,ERR260140,ERR260141,ERR260142,ERR260143,ERR260144,ERR260146,ERR260147,ERR260148,ERR260149,ERR260150,ERR260151,ERR260152,ERR260153,ERR260154,ERR260155,ERR260156,ERR260157,ERR260158,ERR260159,ERR260160,ERR260161,ERR260162,ERR260163,ERR260164,ERR260165,ERR260166,ERR260167,ERR260168,ERR260169,ERR260170,ERR260171,ERR260172,ERR260173,ERR260174,ERR260175,ERR260176,ERR260177,ERR260178,ERR260179,ERR260180,ERR260181,ERR260182,ERR260183,ERR260184,ERR260185,ERR260186,ERR260187,ERR260188,ERR260189,ERR260190,ERR260191,ERR260192,ERR260193,ERR260194,ERR260195,ERR260196,ERR260197,ERR260198,ERR260199,ERR260200,ERR260201,ERR260202,ERR260203,ERR260204,ERR260205,ERR260206,ERR260207,ERR260208,ERR260209,ERR260210,ERR260211,ERR260212,ERR260213,ERR260214,ERR260215,ERR260216,ERR260217,ERR260218,ERR260219,ERR260220,ERR260221,ERR260222,ERR260223,ERR260224,ERR260225,ERR260226,ERR260227,ERR260228,ERR260229,ERR260230,ERR260231,ERR260232,ERR260233,ERR260234,ERR260235,ERR260236,ERR260237,ERR260238,ERR260239,ERR260240,ERR260241,ERR260242,ERR260243,ERR260244,ERR260245,ERR260246,ERR260247,ERR260248,ERR260249,ERR260250,ERR260251,ERR260252,ERR260253,ERR260254,ERR260255,ERR260256,ERR260257,ERR260258,ERR260259,ERR260260,ERR260261,ERR260262,ERR260263,ERR260264,ERR260265,ERR260266,ERR260267,ERR260268,ERR260269,ERR260270,ERR260271,ERR260272,ERR260273,ERR260274,ERR260275,ERR260276,ERR275251,ERR275252"
SRP114892,human gut,"SRR5903321,SRR5903322,SRR5903323,SRR5903324,SRR5903325,SRR5903326,SRR5903327,SRR5903328,SRR5903329,SRR5903330,SRR5903331,SRR5903332,SRR5903333,SRR5903334,SRR5903335,SRR5903336,SRR5903337,SRR5903338,SRR5903339,SRR5903340,SRR5903341,SRR5903342,SRR5903343,SRR5903344,SRR5903345,SRR5903346,SRR5903347,SRR5903348,SRR5903349,SRR5903350,SRR5903351,SRR5903352,SRR5903353,SRR5903354,SRR5903355,SRR5903356,SRR5903357,SRR5903358,SRR5903359,SRR5903360,SRR5903361,SRR5903362,SRR5903363,SRR5903364,SRR5903365,SRR5903366,SRR5903367,SRR5903368,SRR5903369,SRR5903370,SRR5903371,SRR5903372,SRR5903373,SRR5903374,SRR5903375,SRR5903376,SRR5903377,SRR5903378,SRR5903380,SRR5903381,SRR5903382,SRR5903383,SRR5903384,SRR5903385,SRR5903386,SRR5903379"
ERP013562,human gut,"ERR1190532,ERR1190533,ERR1190534,ERR1190535,ERR1190536,ERR1190537,ERR1190538,ERR1190539,ERR1190540,ERR1190541,ERR1190542,ERR1190543,ERR1190545,ERR1190546,ERR1190547,ERR1190548,ERR1190549,ERR1190550,ERR1190551,ERR1190552,ERR1190553,ERR1190554,ERR1190555,ERR1190556,ERR1190558,ERR1190559,ERR1190560,ERR1190561,ERR1190562,ERR1190563,ERR1190564,ERR1190565,ERR1190566,ERR1190568,ERR1190569,ERR1190570,ERR1190571,ERR1190572,ERR1190573,ERR1190574,ERR1190575,ERR1190576,ERR1190577,ERR1190578,ERR1190579,ERR1190580,ERR1190581,ERR1190583,ERR1190584,ERR1190585,ERR1190586,ERR1190587,ERR1190588,ERR1190589,ERR1190590,ERR1190591,ERR1190592,ERR1190593,ERR1190594,ERR1190595,ERR1190597,ERR1190598,ERR1190599,ERR1190600,ERR1190601,ERR1190602,ERR1190604,ERR1190605,ERR1190606,ERR1190607,ERR1190608,ERR1190609,ERR1190610,ERR1190611,ERR1190612,ERR1190613,ERR1190614,ERR1190615,ERR1190616,ERR1190617,ERR1190618,ERR1190619,ERR1190620,ERR1190621,ERR1190623,ERR1190624,ERR1190625,ERR1190626,ERR1190627,ERR1190628,ERR1190629,ERR1190630,ERR1190631,ERR1190632,ERR1190633,ERR1190634,ERR1190635,ERR1190636,ERR1190637,ERR1190638,ERR1190640,ERR1190641,ERR1190642,ERR1190643,ERR1190645,ERR1190646,ERR1190647,ERR1190648,ERR1190649,ERR1190650,ERR1190651,ERR1190652,ERR1190653,ERR1190654,ERR1190655,ERR1190656,ERR1190657,ERR1190658,ERR1190660,ERR1190661,ERR1190662,ERR1190663,ERR1190664,ERR1190665,ERR1190667,ERR1190668,ERR1190669,ERR1190670,ERR1190671,ERR1190672,ERR1190673,ERR1190674,ERR1190675,ERR1190676,ERR1190677,ERR1190678,ERR1190679,ERR1190680,ERR1190681,ERR1190682,ERR1190683,ERR1190684,ERR1190685,ERR1190686,ERR1190687,ERR1190688,ERR1190689,ERR1190690,ERR1190691,ERR1190692,ERR1190693,ERR1190694,ERR1190695,ERR1190696,ERR1190697,ERR1190698,ERR1190699,ERR1190700,ERR1190701,ERR1190702,ERR1190703,ERR1190704,ERR1190705,ERR1190706,ERR1190707,ERR1190708,ERR1190709,ERR1190710,ERR1190711,ERR1190712,ERR1190714,ERR1190715,ERR1190716,ERR1190717,ERR1190719,ERR1190720,ERR1190721,ERR1190722,ERR1190723,ERR1190724,ERR1190725,ERR1190726,ERR1190727,ERR1190728,ERR1190729,ERR1190730,ERR1190731,ERR1190732,ERR1190733,ERR1190734,ERR1190735,ERR1190736,ERR1190737,ERR1190738,ERR1190739,ERR1190740,ERR1190741,ERR1190742,ERR1190743,ERR1190744,ERR1190745,ERR1190746,ERR1190747,ERR1190748,ERR1190749,ERR1190750,ERR1190751,ERR1190752,ERR1190753,ERR1190756,ERR1190757,ERR1190758,ERR1190759,ERR1190760,ERR1190762,ERR1190763,ERR1190764,ERR1190765,ERR1190766,ERR1190767,ERR1190768,ERR1190770,ERR1190771,ERR1190772,ERR1190773,ERR1190774,ERR1190775,ERR1190776,ERR1190777,ERR1190778,ERR1190779,ERR1190780,ERR1190781,ERR1190782,ERR1190783,ERR1190784,ERR1190785,ERR1190786,ERR1190787"
