SRR155589,LS454
SRR171296,LS454
SRR1107133,LS454
SRR1107144,LS454
SRR1185391,Illumina
SRR1185392,Illumina
SRR1185399,Illumina
SRR1193634,Illumina
SRR1199277,Illumina
SRR1199278,Illumina
SRR1199279,Illumina
SRR1199280,Illumina
SRR1199281,Illumina
SRR1204512,Illumina
SRR4835069,Illumina
SRR4835070,Illumina
SRR4835073,Illumina
SRR4835074,Illumina
SRR4835075,Illumina
SRR4835076,Illumina
SRR4835079,Illumina
SRR4835084,Illumina
SRR4835086,Illumina
SRR4835089,Illumina
SRR4835106,Illumina
SRR5123508,Illumina
SRR5123510,Illumina
SRR5123511,Illumina
SRR5123512,Illumina
SRR5123513,Illumina
SRR5123515,Illumina
SRR5123516,Illumina
SRR5123517,Illumina
SRR5123542,Illumina
SRR1182512,Illumina
SRR1183643,Illumina
SRR1183650,Illumina
SRR1185413,Illumina
SRR1185414,Illumina
SRR1186214,Illumina
SRR1199270,Illumina
SRR1199271,Illumina
SRR1199272,Illumina
SRR1202089,Illumina
SRR1202090,Illumina
SRR1202091,Illumina
SRR1202095,Illumina
SRR1204580,Illumina
SRR1204581,Illumina
SRR1205250,Illumina
SRR1205251,Illumina
SRR1205252,Illumina
SRR1205253,Illumina
SRR1209976,Illumina
SRR1209977,Illumina
SRR1209978,Illumina
SRR1786279,Illumina
SRR1786281,Illumina
SRR1786608,Illumina
SRR1786616,Illumina
SRR1787940,Illumina
SRR1787943,Illumina
SRR1788318,Illumina
SRR1790487,Illumina
SRR1790489,Illumina
SRR1790644,Illumina
SRR1790646,Illumina
SRR1790647,Illumina
SRR1790676,Illumina
SRR1790678,Illumina
SRR1790679,Illumina
SRR1790680,Illumina
SRR1792674,Illumina
SRR1792852,Illumina
SRR1793861,Illumina
SRR1793862,Illumina
SRR1796116,Illumina
SRR1796118,Illumina
SRR1796234,Illumina
SRR1796236,Illumina
SRR4831644,Illumina
SRR4831645,Illumina
SRR4831646,Illumina
SRR4831647,Illumina
SRR4831648,Illumina
SRR4831649,Illumina
SRR4831650,Illumina
SRR4831651,Illumina
SRR4831652,Illumina
SRR4831653,Illumina
SRR4831654,Illumina
SRR4831655,Illumina
SRR4831656,Illumina
SRR4831657,Illumina
SRR4831658,Illumina
SRR4831659,Illumina
SRR4831660,Illumina
SRR4831663,Illumina
SRR4831664,Illumina
SRR4831665,Illumina
SRR4831666,Illumina
SRR4831667,Illumina
SRR4833053,Illumina
SRR4833055,Illumina
SRR4833056,Illumina
SRR4833057,Illumina
SRR4833059,Illumina
SRR4833060,Illumina
SRR4833062,Illumina
SRR4833064,Illumina
SRR4833067,Illumina
SRR4833073,Illumina
SRR4833077,Illumina
SRR4833080,Illumina
SRR4833081,Illumina
SRR4833084,Illumina
SRR4833086,Illumina
SRR4833087,Illumina
SRR4833089,Illumina
SRR5123271,Illumina
SRR5123272,Illumina
SRR5123273,Illumina
SRR5123274,Illumina
SRR5123275,Illumina
SRR5123276,Illumina
SRR5123277,Illumina
SRR1193177,Illumina
SRR1193215,Illumina
SRR1193226,Illumina
SRR1193237,Illumina
SRR1199282,Illumina
SRR1199283,Illumina
SRR1199284,Illumina
SRR1199286,Illumina
SRR1200525,Illumina
SRR1204563,Illumina
SRR1204564,Illumina
SRR1204565,Illumina
SRR1204579,Illumina
SRR1205247,Illumina
SRR1205800,Illumina
SRR1777513,Illumina
SRR1778024,Illumina
SRR1779203,Illumina
SRR1781802,Illumina
SRR1781811,Illumina
SRR1781945,Illumina
SRR1782579,Illumina
SRR1785350,Illumina
SRR4830151,Illumina
SRR4830156,Illumina
SRR4830163,Illumina
SRR4830168,Illumina
SRR4830172,Illumina
SRR4830177,Illumina
SRR4830181,Illumina
SRR4830188,Illumina
SRR4830195,Illumina
SRR4830207,Illumina
SRR4830211,Illumina
SRR4831668,Illumina
SRR4831670,Illumina
SRR4831671,Illumina
SRR4831672,Illumina
SRR4831674,Illumina
